cluster_ids,ids,scaled_scores,unscaled_scores,s1_score_scaled,s3_score_scaled,s1_score,s3_score,s1_unscaled_score,s3_unscaled_score,category_id,category_name,sentences
320,321421,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,53,Species,Carollia castanea è un Pipistrello della famiglia dei Fillostomidi diffuso nell'America centrale e meridionale.
321,320690,-0.6500000000000001,2.5,-2.7,1.4,'1','4',1.0,4.0,53,Species,"In Italia, la famiglia è rappresentata solo nel Nord, con la specie Cylindrotoma distinctissima."
322,322798,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,53,Species,"È possibile che condividesse l'habitat con altri grossi artropodi nuotatori, come Isoxys e Zhenghecaris."
323,321016,-0.15000000000000013,3.0,-2.7,2.4,'1','5',1.0,5.0,53,Species,"La pupa dectica è sempre definita anche exarata, ossia possiede appendici libere e distaccabili."
324,325887,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,54,SportFacility,"Nel corso degli anni fu modificata la struttura dello stadio, ampliando la capacità dello stadio."
325,328714,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,54,SportFacility,"Dagli anni 1980, lo stadio ha ospitato per sei volte la nazionale calcistica italiana."
326,325253,-1.6500000000000001,1.5,-2.7,-0.6,'1','2',1.0,2.0,54,SportFacility,Nel 2014 lo stadio è stato ampliato in modo da contenere fino a spettatori.
327,328158,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,54,SportFacility,Lo stadio ospita anche gli incontri della Nazionale di rugby a 15 della Svizzera.
328,324650,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,54,SportFacility,"Lo Estadio Ruta de la Plata è uno Stadio situato a Zamora, in Spagna."
329,324737,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,54,SportFacility,Al suo interno nel 2004 è stato aperto un museo dedicato alla storia dell'Amburgo.
330,328110,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,54,SportFacility,Sarebbe il terzo campo dopo l'Estadio La Cabañera e lo Stadio San Jorge.
331,332607,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,55,SportsSeason,"La divisa casalinga era completamente rossa, a strisce verticali nere, pantaloncini neri e calzettoni rossoneri."
332,332398,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,55,SportsSeason,Questa voce raccoglie le informazioni riguardanti la Pallavolo Chieri nelle competizioni ufficiali della stagione 2003-2004.
333,334176,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,55,SportsSeason,"La divisa casalinga era costituita da una maglietta a strisce rossonere, pantaloncini e calzettoni neri."
334,331027,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,55,SportsSeason,Questa voce raccoglie le informazioni riguardanti il FC Tokyo nelle competizioni ufficiali della stagione 2008.
335,334526,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,55,SportsSeason,Questa voce raccoglie le informazioni riguardanti il Sorrento nelle competizioni ufficiali della stagione 1980-1981.
336,340722,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,56,SportsTeam,"Tuttavia i Rybaxel perderanno di nuovo contro i loro avversari, Cody Rhodes e Goldust."
337,339288,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,56,SportsTeam,"Lo Shield ha quindi cominciato ad attaccare Kane, salvo ritirarsi quando gli Usos sono intervenuti."
338,338008,0.85,4.0,0.3,1.4,'4','4',4.0,4.0,56,SportsTeam,Il Comitato Olimpico Capoverdiano venne creato nel 1989 e riconosciuto dal CIO nel 1993.
339,339192,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,56,SportsTeam,"Portabandiera alla cerimonia d apertura è stata la trentottenne Valentyna Ševčenko, alla sua quinta Olimpiade."
340,337801,-1.1500000000000001,2.0,-2.7,0.4,'1','3',1.0,3.0,56,SportsTeam,"Anche se era ovviamente per attaccare la Kru, Konnan ha rifiutato la fiducia di Kip."
341,337903,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,56,SportsTeam,Segue la rosa delle giocatrici convocate per i XVII Giochi i piccoli stati d Europa.
342,343025,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,57,Swimmer,Nel luglio 2006 ha reso pubblico il suo fidanzamento con la cantante australiana Candice Alley.
343,344851,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,57,Swimmer,"Nei 50m stile libero invece non riuscirà a raggiungere la finale, nuotando in 2502."
344,342832,1.4,4.0,,1.4,[],'4',,4.0,57,Swimmer,Dati aggiornati alla conclusione dei Campionati europei di nuoto in vasca corta 2009 di Istanbul.
345,347017,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,57,Swimmer,"Durante la manifestazione prese parte anche alle finali dei 200,400 e 800m sl."
346,347444,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,57,Swimmer,Specializzato nella farfalla ha partecipato alle Olimpiadi di Atlanta 1996 e di Sydney 2004.
347,342144,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,57,Swimmer,Alle Olimpiadi di Atene nel 2004 è arrivato settimo nella finale dei 200m farfalla.
348,345166,-1.15,2.0,-0.7,-1.6,'3','1',3.0,1.0,57,Swimmer,Ha gareggiato nel 100 metri dorso maschile e a pallanuoto alle Olimpiadi estive 1948.
349,349483,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,58,TelevisionSeason,In Italia è stata trasmessa dal 1981 su reti locali con il titolo Koseidon.
350,350281,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,58,TelevisionSeason,"È una sitcom a sfondo drammatico incentrata sulle vicende dei Drombusch, una famiglia di Darmstadt."
351,353168,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,58,TelevisionSeason,"Prikoly na peremenke è una serie televisiva russa, adattamento dell'italiana Quelli dell'intervallo."
352,349018,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,58,TelevisionSeason,James Poniewozik sul TIME la definì «splendidamente realizzata» e meglio focalizzata rispetto alla prima stagione.
353,348235,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,58,TelevisionSeason,"La serie è ambientata in Sicilia, ma è stata quasi interamente girata in Puglia."
354,348182,1.35,4.5,1.3,1.4,'5','4',5.0,4.0,58,TelevisionSeason,"I primi due film TV sono stati trasmessi dalla NBC, il terzo dalla CBS."
355,355430,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,59,TelevisionShow,L’8 gennaio 2018 inizia la settima edizione sempre con la conduzione di Paolo Bonolis.
356,356124,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,59,TelevisionShow,Questo format era già stato sperimentato nel novembre 2007 ma abbandonato dopo poco tempo.
357,354161,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,59,TelevisionShow,Dal 2 maggio 2016 lo spazio dedicato al TG5 non va più in onda.
358,354206,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,59,TelevisionShow,L'elenco che segue concerne invece le puntate realizzate durante la gestione di Giovanni Minoli.
359,354929,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,59,TelevisionShow,Astrolove è un programma televisivo che fa parte del palinsesto di Real Time dal 2013.
360,358910,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,59,TelevisionShow,In questo programma la conduttrice per lanciare il riepilogo dei progetti usa dire Ricap!.
361,360599,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,60,TennisPlayer,Agli US Open esce al primo turno di qualificazioni contro la greca Maria Sakkari.
362,365950,0.85,4.0,0.3,1.4,'4','4',4.0,4.0,60,TennisPlayer,Nonostante la sconfitta toccò il suo best ranking della carriera salendo fino alla seconda posizione.
363,365970,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,60,TennisPlayer,"Fino alla finale l'Errani, partendo dalle qualificazioni, ha incontrato solo tenniste americane battendole tutte."
364,360192,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,60,TennisPlayer,Anche a Los Angeles raggiunge la semifinale in cui viene sconfitto da Stefan Edberg.
365,363383,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,60,TennisPlayer,"In carriera ha vinto un titolo nel singolare, il WTA Swiss Open nel 1976."
366,360660,1.35,4.5,1.3,1.4,'5','4',5.0,4.0,60,TennisPlayer,"Ha raggiunto la 27a posizione della classifica mondiale nel settembre 2016, suo attuale best ranking."
367,370083,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,61,University,Dal 1998 la Libera università di lingue e comunicazione IULM porta il nome attuale.
368,371454,-1.65,1.5,-1.7,-1.6,'2','1',2.0,1.0,61,University,"L Accademia ha correntemente circa 900 studenti, almeno un quarto di essi è straniero."
369,366511,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,61,University,"La Middlesex University è un università che si trova nel nord di Londra, Inghilterra."
370,371792,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,61,University,"Attualmente, i Membri dell'ICRANet sono quattro stati e tre università e centri di ricerca."
371,370838,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,61,University,L'università è governata da un consiglio di facoltà e da un consiglio d amministrazione.
372,366937,1.35,4.5,1.3,1.4,'5','4',5.0,4.0,61,University,Nel periodo 1874-1961 è stata l'unica università del paese ad attribuire titoli accademici.
373,373915,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,62,VideoGame,I Big Daddy sono i grossi protettori rinchiusi in scafandri corazzati che vigilano sulle Sorelline.
374,376031,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,62,VideoGame,"Al contrario di Xiaomu, Saya è dalla parte dell'organizzazione rivale della Shinra Ouma."
375,374926,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,62,VideoGame,Questo è tuttavia l'unico capitolo in cui Lara non guida veicoli di alcun tipo.
376,374245,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,62,VideoGame,"Il gioco contiene una versione elettronica de Il volo del calabrone, di Nikolai Rimsky-Korsakov."
377,375245,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,62,VideoGame,Bomberman è l'unico che può fronteggiare Wario e riportare l'equilibrio nel suo mondo.
378,373856,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,62,VideoGame,"Realizzato nel 2002, Crusader riscosse subito un grande plauso fra i fan del precedente capitolo."
379,381238,-1.6500000000000001,1.5,-2.7,-0.6,'1','2',1.0,2.0,63,VolleyballPlayer,"Nella stagione 2006-07 torna in Germania, con il Dürener Turnverein 1847, debuttando in 1."
380,380693,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,63,VolleyballPlayer,"Per il campionato 2017-18 veste la maglia del Volley Milano, sempre in Serie A1."
381,382181,0.35,3.5,-1.7,2.4,'2','5',2.0,5.0,63,VolleyballPlayer,"Nel gennaio 2013 passa alla Pallavolo Motta di Motta di Livenza, sempre in Serie B1."
382,381433,-0.65,2.5,0.3,-1.6,'4','1',4.0,1.0,63,VolleyballPlayer,"Giulia Pincerato inizia la sua carriera pallavolistica nella squadra giovanile di Legnaro, nel 1999."
383,378432,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,63,VolleyballPlayer,A soli 16 anni debutta in Serie A1 nel San Lazzaro Pallavolo nella stagione 1985-86.
384,379910,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,63,VolleyballPlayer,La carriera di İpek Soroğlu inizia nel 2002 tra le file del Galatasaray Spor Kulübü.
