cluster_ids,ids,scaled_scores,unscaled_scores,s2_score_scaled,s4_score_scaled,s2_score,s4_score,s2_unscaled_score,s4_unscaled_score,category_id,category_name,sentences
339,341195,-0.145,1.5,0.08,-0.37,'2','1',2,1,56,SportsTeam,"Il Consiglio Olimpico della Malesia, creato nel 1953, venne riconosciuto dal CIO nel 1954."
340,340719,-0.145,1.5,0.08,-0.37,'2','1',2,1,56,SportsTeam,La nazionale australiana si è qualificata per i Giochi vincendo il campionato mondiale del 2006.
341,336392,-0.145,1.5,0.08,-0.37,'2','1',2,1,56,SportsTeam,"Il Comitato Olimpico e Sportivo Ciadiano, creato nel 1963, venne riconosciuto dal CIO nel 1964."
342,339110,-0.145,1.5,0.08,-0.37,'2','1',2,1,56,SportsTeam,La nazionale venezuelana si è qualifica per i Giochi nel torneo preolimpico sudamericano di Lima.
343,340037,1.855,3.5,1.08,2.63,'3','4',3,4,56,SportsTeam,"Il gruppo ebbe un feud anche la Corporation, ex leader della DX Shawn Michaels."
344,340182,-0.645,1.0,-0.92,-0.37,'1','1',1,1,56,SportsTeam,"Il Comitato Olimpico del Qatar, creato nel 1979, venne riconosciuto dal CIO nel 1980."
345,337337,1.355,3.0,0.08,2.63,'2','4',2,4,56,SportsTeam,La nazionale russa si è qualificata per i Giochi vincendo il campionato europeo del 2007.
346,339192,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,56,SportsTeam,"Portabandiera alla cerimonia d apertura è stata la trentottenne Valentyna Ševčenko, alla sua quinta Olimpiade."
347,337655,-0.145,1.5,0.08,-0.37,'2','1',2,1,56,SportsTeam,"Il Comitato Olimpico Nazionale Gibutiano, creato nel 1983, venne riconosciuto dal CIO nel 1984."
348,339191,-0.145,1.5,0.08,-0.37,'2','1',2,1,56,SportsTeam,Il Comitato Olimpico di Taipei Cinese venne creato e riconosciuto dal CIO nel 1960.
349,340114,-0.645,1.0,-0.92,-0.37,'1','1',1,1,56,SportsTeam,La nazionale australiana si è qualificata per i Giochi vincendo il campionato oceaniano del 2007.
350,338668,0.855,2.5,-0.92,2.63,'1','4',1,4,56,SportsTeam,La loro gimmick era quella di una coppia di guardie del corpo a pagamento.
351,337461,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,56,SportsTeam,"Il Comitato Olimpico della Dominica, creato nel 1987, venne riconosciuto dal CIO nel 1993."
352,346531,0.855,2.5,1.08,0.63,'3','2',3,2,57,Swimmer,I suoi 23 piazzamenti a premio nelle WSOP gli hanno fruttato in totale $ 471.687.
353,344217,-0.645,1.0,-0.92,-0.37,'1','1',1,1,57,Swimmer,"Specializzato nel dorso, ha vinto tre medaglie d oro ai mondiali in vasca corta."
354,344826,-0.645,1.0,-0.92,-0.37,'1','1',1,1,57,Swimmer,"Nata a Kaunas il 19 marzo 1997, è figlia di Saulius Meilutis e Ingrida Meilutienė."
355,344717,-0.145,1.5,0.08,-0.37,'2','1',2,1,57,Swimmer,Ha vinto una medaglia d argento Nazionale Under 20 ai Mondiali di Almaty nel 2015.
356,344160,-0.645,1.0,-0.92,-0.37,'1','1',1,1,57,Swimmer,È stata primatista mondiale dei 200m rana e della staffetta 4x100m sl.
357,349462,-0.645,1.0,-0.92,-0.37,'1','1',1,1,58,TelevisionSeason,Il 12 maggio 2016 la serie è stata cancellata dopo una sola stagione prodotta.
358,350689,-0.145,1.5,0.08,-0.37,'2','1',2,1,58,TelevisionSeason,Per esempio spesso nella quinta stagione Phoebe insultava Cole chiamandolo malefico figlio di puttana.
359,359527,-0.645,1.0,-0.92,-0.37,'1','1',1,1,59,TelevisionShow,Dal 2010 partiranno anche una serie di trasmissioni in lingua italiana intitolate minoranze nel mondo.
360,359959,-0.145,1.5,0.08,-0.37,'2','1',2,1,59,TelevisionShow,"Un grande hangar è usato come studio per le registrazioni, con il pubblico in piedi."
361,359244,-0.645,1.0,-0.92,-0.37,'1','1',1,1,59,TelevisionShow,Dal 25 settembre 2016 l'edizione della domenica viene sostituita da TG3 Nel mondo.
362,357925,-0.145,1.5,0.08,-0.37,'2','1',2,1,59,TelevisionShow,La seconda stagione iniziò il 29 luglio 2014 ed è composta di 12 episodi.
363,360599,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,60,TennisPlayer,Agli US Open esce al primo turno di qualificazioni contro la greca Maria Sakkari.
364,361774,-0.645,1.0,-0.92,-0.37,'1','1',1,1,60,TennisPlayer,"John McEnroe disse, invece, di lei che è una delle sportive più combattenti di sempre."
365,360605,-0.645,1.0,-0.92,-0.37,'1','1',1,1,60,TennisPlayer,"Era ora un solitario, dichiarò Ted Schroeder, e sempre l'uomo più infelice della città."
366,361458,-0.145,1.5,0.08,-0.37,'2','1',2,1,60,TennisPlayer,"Durante l'estate, vinse un piccolo torneo ITF di doppio in coppia con Christina McHale."
367,362550,-0.645,1.0,-0.92,-0.37,'1','1',1,1,60,TennisPlayer,"Al successivo Roma Open arriva ai quarti di finale, dove viene sconfitto da Yannick Maden."
368,363042,0.855,2.5,2.08,-0.37,'4','1',4,1,60,TennisPlayer,"In carriera si è aggiudicata 11 tornei WTA in singolare, quasi tutti sulla terra rossa."
369,365028,-0.645,1.0,-0.92,-0.37,'1','1',1,1,60,TennisPlayer,Nel Grande Slam giocò due finali di singolo e vinse quattro titoli di doppio.
370,360182,-0.645,1.0,-0.92,-0.37,'1','1',1,1,60,TennisPlayer,"Nel circuito principale ha vinto ventidue titoli, quindici nel doppio e sette in singolare."
371,375223,-0.645,1.0,-0.92,-0.37,'1','1',1,1,62,VideoGame,Come sempre spetta agli eroi l'ingrato compito di affrontare i mostri e sconfiggerli.
372,373868,-0.145,1.5,0.08,-0.37,'2','1',2,1,62,VideoGame,Così facendo Altaïr riporterebbe la pace nella regione e riacquisterebbe il proprio grado di Priore.
373,376808,1.855,3.5,0.08,3.63,'2','5',2,5,62,VideoGame,"Gli avvenimenti di Clear Sky si collocano un anno prima di , quindi nel 2011."
374,375187,-0.645,1.0,-0.92,-0.37,'1','1',1,1,62,VideoGame,Inoltre sono presenti anche delle lezioni per imparare le nozioni di base del gioco.
375,373183,1.855,3.5,1.08,2.63,'3','4',3,4,62,VideoGame,"Se l'aeroplano del giocatore viene distrutto o arriva secondo, il tesoro sarà di Famedoro."
376,375194,-0.645,1.0,-0.92,-0.37,'1','1',1,1,62,VideoGame,La professoressa chiede alla ragazza di andare a cercare Ira che è scomparsa nel nulla.
377,382764,-0.645,1.0,-0.92,-0.37,'1','1',1,1,63,VolleyballPlayer,Sono state però le stagioni 1978-79 e 1979-80 quelle della definitiva esplosione di Giulio Belletti.
378,380128,1.855,3.5,2.08,1.63,'4','3',4,3,63,VolleyballPlayer,Nella stagione successiva gioca nella Volleyball League A cinese col Guangdong Hengda Nuzi Paiqiu Julebu.
379,382285,1.355,3.0,1.08,1.63,'3','3',3,3,63,VolleyballPlayer,"Nel campionato 2011-12 gioca invece in Francia, prendendo parte alla Ligue A col Béziers Volley."
380,381773,-0.145,1.5,0.08,-0.37,'2','1',2,1,63,VolleyballPlayer,La carriera di Sonja Newcombe inizia nel'a livello giovanile col Laguna Beach Volleyball Club.
381,378128,-0.645,1.0,-0.92,-0.37,'1','1',1,1,63,VolleyballPlayer,La carriera di Paulina Prieto inizia a livello scolastico con la Palmer Trinity School.
382,378692,1.355,3.0,-0.92,3.63,'1','5',1,5,63,VolleyballPlayer,Nella stagione 2014-15 firma il suo primo contratto professionistico all'estero e gioca nella 1.
383,378965,-0.145,1.5,0.08,-0.37,'2','1',2,1,63,VolleyballPlayer,Nella stagione 2015-16 è ancora nella Serie A1 italiana con il Power Volley Milano.
384,382288,-0.145,1.5,0.08,-0.37,'2','1',2,1,63,VolleyballPlayer,Nel 2001 lasciò la panchina per rivestire il ruolo di direttore tecnico delle Nazionali brasiliane.
